Table Name,Player Name,Player Gender,Player Years Old,Play Start Date Exact,Play End Date Exact,Total Minutes Played This Session,Play Start Date Hour,Play End Date Hour,Table Currency,Player Card Level,Session Cash Buy In Dollars,Session Chips Buy In Dollars,Session Cash Out Amount Dollars,Session Player Lost Dollars,Session Player Average Bet,Number of Bets Per Hour,Hold Percentage
CSP-1,Player 2416,Male,39,3/31/2019 2:29:00 AM,3/31/2019 2:49:00 AM,20,2019-03-31 02:00:00,2019-03-31 02:00:00,$,Card Type 105,260,0,251,9,20,15,0.01500
BJ-3,Player 2416,Male,39,4/7/2019 1:40:00 AM,4/7/2019 2:13:00 AM,33,2019-04-07 01:00:00,2019-04-07 02:00:00,$,Card Type 105,320,0,600,-280,100,50,0.02500
BJ-3,Player 2416,Male,39,2/16/2019 1:55:00 AM,2/16/2019 4:30:00 AM,155,2019-02-16 01:00:00,2019-02-16 04:00:00,$,Card Type 105,620,3500,0,4120,200,50,0.02500
BJ-3,Player 2416,Male,39,2/23/2019 1:06:00 AM,2/23/2019 4:00:00 AM,174,2019-02-23 01:00:00,2019-02-23 04:00:00,$,Card Type 105,735,0,300,435,100,50,0.02500
BJ-3,Player 2416,Male,39,3/10/2019 1:53:00 AM,3/10/2019 2:51:00 AM,58,2019-03-10 01:00:00,2019-03-10 02:00:00,$,Card Type 105,200,1010,2110,-900,50,50,0.02500
BJ-2,Player 2416,Male,39,9/28/2019 6:25:00 PM,9/28/2019 10:14:00 PM,229,2019-09-28 18:00:00,2019-09-28 22:00:00,$,Card Type 105,1140,0,500,640,100,50,0.02500
BJ-2,Player 2416,Male,39,9/29/2019 1:00:00 AM,9/29/2019 3:06:00 AM,126,2019-09-29 01:00:00,2019-09-29 03:00:00,$,Card Type 105,565,25,50,540,100,50,0.02500
BJ-3,Player 2416,Male,39,9/24/2019 7:30:00 PM,9/25/2019 3:20:00 AM,470,2019-09-24 19:00:00,2019-09-25 03:00:00,$,Card Type 105,1021,2000,500,2521,200,50,0.02500
BJ-3,Player 2416,Male,39,9/19/2019 11:00:00 PM,9/20/2019 1:35:00 AM,155,2019-09-19 23:00:00,2019-09-20 01:00:00,$,Card Type 105,710,0,3170,-2460,100,50,0.02500
BJ-2,Player 2416,Male,39,9/20/2019 1:31:00 AM,9/20/2019 2:20:00 AM,49,2019-09-20 01:00:00,2019-09-20 02:00:00,$,Card Type 105,790,600,500,890,100,50,0.02500
AR-1,Player 2416,Male,39,9/20/2019 2:26:00 AM,9/20/2019 2:48:00 AM,22,2019-09-20 02:00:00,2019-09-20 02:00:00,$,Card Type 105,230,0,400,-170,100,50,0.05260
BJ-3,Player 2416,Male,39,9/22/2019 1:02:00 AM,9/22/2019 5:45:00 AM,283,2019-09-22 01:00:00,2019-09-22 05:00:00,$,Card Type 105,5570,200,2500,3270,100,50,0.02500
BJ-2,Player 2416,Male,39,9/1/2019 1:29:00 AM,9/1/2019 3:53:00 AM,144,2019-09-01 01:00:00,2019-09-01 03:00:00,$,Card Type 105,1025,1000,2000,25,100,50,0.02500
BJ-2,Player 2416,Male,39,9/3/2019 11:18:00 PM,9/3/2019 11:55:00 PM,37,2019-09-03 23:00:00,2019-09-03 23:00:00,$,Card Type 105,545,1000,0,1545,100,50,0.02500
BJ-3,Player 2416,Male,39,9/8/2019 1:20:00 AM,9/8/2019 5:32:00 AM,252,2019-09-08 01:00:00,2019-09-08 05:00:00,$,Card Type 105,540,0,1600,-1060,100,50,0.02500
BJ-3,Player 2416,Male,39,9/13/2019 11:21:00 PM,9/14/2019 4:22:00 AM,301,2019-09-13 23:00:00,2019-09-14 04:00:00,$,Card Type 105,5017,0,6464,-1447,300,50,0.02500
BJ-2,Player 2416,Male,39,10/13/2019 12:50:00 AM,10/13/2019 3:34:00 AM,164,2019-10-13 00:00:00,2019-10-13 03:00:00,$,Card Type 105,200,0,0,200,100,50,0.02500
BJ-3,Player 2416,Male,39,10/13/2019 6:00:00 AM,10/13/2019 6:10:00 AM,10,2019-10-13 06:00:00,2019-10-13 06:00:00,$,Card Type 105,500,0,0,500,100,50,0.02500
BJ-3,Player 2416,Male,39,10/16/2019 6:34:00 PM,10/16/2019 6:45:00 PM,11,2019-10-16 18:00:00,2019-10-16 18:00:00,$,Card Type 105,100,0,0,100,50,50,0.02500
BJ-1,Player 2416,Male,39,10/19/2019 1:25:00 AM,10/19/2019 5:58:00 AM,273,2019-10-19 01:00:00,2019-10-19 05:00:00,$,Card Type 105,2165,0,1000,1165,100,50,0.02500
BJ-2,Player 2416,Male,39,10/8/2019 9:00:00 PM,10/9/2019 12:15:00 AM,195,2019-10-08 21:00:00,2019-10-09 00:00:00,$,Card Type 105,600,0,1100,-500,100,50,0.02500
BJ-3,Player 2416,Male,39,10/9/2019 12:42:00 AM,10/9/2019 1:00:00 AM,18,2019-10-09 00:00:00,2019-10-09 01:00:00,$,Card Type 105,600,0,305,295,100,50,0.02500
BJ-3,Player 2416,Male,39,10/4/2019 11:25:00 PM,10/5/2019 4:00:00 AM,275,2019-10-04 23:00:00,2019-10-05 04:00:00,$,Card Type 105,1073,3500,500,4073,100,50,0.02500
BJ-3,Player 2416,Male,39,11/8/2019 5:06:00 PM,11/8/2019 5:07:00 PM,1,2019-11-08 17:00:00,2019-11-08 17:00:00,$,Card Type 105,0,0,510,-510,0,50,0.02500
BJ-2,Player 2416,Male,39,11/6/2019 11:00:00 PM,11/6/2019 11:20:00 PM,20,2019-11-06 23:00:00,2019-11-06 23:00:00,$,Card Type 105,1320,0,0,1320,200,50,0.02500
AR-1,Player 2416,Male,39,11/6/2019 11:21:00 PM,11/6/2019 11:37:00 PM,16,2019-11-06 23:00:00,2019-11-06 23:00:00,$,Card Type 105,312,0,0,312,100,50,0.05260
BJ-3,Player 2416,Male,39,11/7/2019 12:06:00 AM,11/7/2019 1:19:00 AM,73,2019-11-07 00:00:00,2019-11-07 01:00:00,$,Card Type 105,0,2500,0,2500,300,50,0.02500
BJ-3,Player 2416,Male,39,11/6/2019 11:35:00 PM,11/7/2019 12:03:00 AM,28,2019-11-06 23:00:00,2019-11-07 00:00:00,$,Card Type 105,600,1000,0,1600,100,50,0.02500
BJ-3,Player 2416,Male,39,11/3/2019 2:30:00 AM,11/3/2019 5:50:00 AM,200,2019-11-03 02:00:00,2019-11-03 05:00:00,$,Card Type 105,2490,200,250,2440,100,50,0.02500
BJ-3,Player 2416,Male,39,10/22/2019 7:56:00 PM,10/22/2019 10:00:00 PM,124,2019-10-22 19:00:00,2019-10-22 22:00:00,$,Card Type 105,0,0,0,0,0,50,0.02500
BJ-3,Player 2416,Male,39,10/22/2019 11:35:00 PM,10/23/2019 4:08:00 AM,273,2019-10-22 23:00:00,2019-10-23 04:00:00,$,Card Type 105,2965,1750,5420,-705,100,50,0.02500
BJ-2,Player 2416,Male,39,10/23/2019 1:41:00 AM,10/23/2019 1:42:00 AM,1,2019-10-23 01:00:00,2019-10-23 01:00:00,$,Card Type 105,140,0,250,-110,100,50,0.02500
BJ-2,Player 2416,Male,39,12/8/2019 5:36:00 AM,12/8/2019 5:50:00 AM,14,2019-12-08 05:00:00,2019-12-08 05:00:00,$,Card Type 105,1029,675,0,1704,100,50,0.02500
BJ-2,Player 2416,Male,39,12/7/2019 9:13:00 PM,12/8/2019 5:13:00 AM,480,2019-12-07 21:00:00,2019-12-08 05:00:00,$,Card Type 105,3133,1000,3035,1098,100,50,0.02500
BJ-3,Player 2416,Male,39,12/6/2019 1:45:00 AM,12/6/2019 2:54:00 AM,69,2019-12-06 01:00:00,2019-12-06 02:00:00,$,Card Type 105,140,0,726,-586,100,50,0.02500
BJ-3,Player 2416,Male,39,12/14/2019 2:25:00 PM,12/14/2019 6:22:00 PM,237,2019-12-14 14:00:00,2019-12-14 18:00:00,$,Card Type 105,2320,0,3700,-1380,100,50,0.02500
BJ-3,Player 2416,Male,39,12/12/2019 1:52:00 AM,12/12/2019 4:00:00 AM,128,2019-12-12 01:00:00,2019-12-12 04:00:00,$,Card Type 105,960,0,1310,-350,100,50,0.02500
BJ-3,Player 2416,Male,39,11/29/2019 8:22:00 PM,11/29/2019 8:35:00 PM,13,2019-11-29 20:00:00,2019-11-29 20:00:00,$,Card Type 105,20,0,0,20,25,50,0.02500
BJ-2,Player 2416,Male,39,11/16/2019 3:22:00 AM,11/16/2019 4:00:00 AM,38,2019-11-16 03:00:00,2019-11-16 04:00:00,$,Card Type 105,505,0,150,355,100,50,0.02500
BJ-3,Player 2416,Male,39,11/16/2019 2:06:00 AM,11/16/2019 3:20:00 AM,74,2019-11-16 02:00:00,2019-11-16 03:00:00,$,Card Type 105,840,0,400,440,100,50,0.02500
BJ-3,Player 2416,Male,39,11/15/2019 6:00:00 PM,11/15/2019 6:01:00 PM,1,2019-11-15 18:00:00,2019-11-15 18:00:00,$,Card Type 105,0,0,220,-220,0,50,0.02500
BJ-3,Player 2416,Male,39,11/24/2019 12:19:00 AM,11/24/2019 1:00:00 AM,41,2019-11-24 00:00:00,2019-11-24 01:00:00,$,Card Type 105,220,0,0,220,100,50,0.02500
BJ-3,Player 2416,Male,39,11/24/2019 2:45:00 AM,11/24/2019 3:31:00 AM,46,2019-11-24 02:00:00,2019-11-24 03:00:00,$,Card Type 105,900,0,0,900,100,50,0.02500
BJ-3,Player 2416,Male,39,11/22/2019 5:58:00 PM,11/22/2019 6:10:00 PM,12,2019-11-22 17:00:00,2019-11-22 18:00:00,$,Card Type 105,20,0,0,20,10,50,0.02500
BJ-3,Player 2416,Male,39,11/23/2019 12:39:00 AM,11/23/2019 2:20:00 AM,101,2019-11-23 00:00:00,2019-11-23 02:00:00,$,Card Type 105,700,0,2300,-1600,100,50,0.02500
BJ-3,Player 2416,Male,39,11/22/2019 5:40:00 PM,11/22/2019 5:41:00 PM,1,2019-11-22 17:00:00,2019-11-22 17:00:00,$,Card Type 105,0,0,60,-60,0,50,0.02500
BJ-2,Player 2416,Male,39,12/28/2019 6:15:00 PM,12/28/2019 6:16:00 PM,1,2019-12-28 18:00:00,2019-12-28 18:00:00,$,Card Type 105,0,0,0,0,0,50,0.02500
CSP-1,Player 2416,Male,39,12/25/2019 1:07:00 AM,12/25/2019 5:27:00 AM,260,2019-12-25 01:00:00,2019-12-25 05:00:00,$,Card Type 105,241,0,520,-279,20,15,0.01500
BJ-2,Player 2416,Male,39,12/22/2019 11:27:00 PM,12/23/2019 2:30:00 AM,183,2019-12-22 23:00:00,2019-12-23 02:00:00,$,Card Type 105,820,0,3112,-2292,100,50,0.02500
CSP-1,Player 2416,Male,39,12/21/2019 1:26:00 AM,12/21/2019 1:31:00 AM,5,2019-12-21 01:00:00,2019-12-21 01:00:00,$,Card Type 105,140,0,133,7,10,15,0.01500
BJ-3,Player 2416,Male,39,12/21/2019 1:35:00 AM,12/21/2019 2:47:00 AM,72,2019-12-21 01:00:00,2019-12-21 02:00:00,$,Card Type 105,702,1133,675,1160,100,50,0.02500
BJ-2,Player 2416,Male,39,12/21/2019 2:48:00 AM,12/21/2019 4:25:00 AM,97,2019-12-21 02:00:00,2019-12-21 04:00:00,$,Card Type 105,2000,1175,4532,-1357,100,50,0.02500
BJ-3,Player 2416,Male,39,12/18/2019 4:58:00 PM,12/18/2019 5:00:00 PM,2,2019-12-18 16:00:00,2019-12-18 17:00:00,$,Card Type 105,5,0,280,-275,5,50,0.02500
BJ-3,Player 2416,Male,39,12/14/2019 8:13:00 PM,12/14/2019 10:32:00 PM,139,2019-12-14 20:00:00,2019-12-14 22:00:00,$,Card Type 105,5306,2000,3400,3906,300,50,0.02500
BJ-3,Player 2416,Male,39,12/14/2019 11:36:00 PM,12/15/2019 2:32:00 AM,176,2019-12-14 23:00:00,2019-12-15 02:00:00,$,Card Type 105,2100,0,2500,-400,100,50,0.02500
BJ-3,Player 2416,Male,39,1/1/2020 2:03:00 AM,1/1/2020 2:45:00 AM,42,2020-01-01 02:00:00,2020-01-01 02:00:00,$,Card Type 105,400,0,742,-342,100,50,0.02500
BJ-2,Player 2416,Male,39,1/1/2020 3:49:00 AM,1/1/2020 3:52:00 AM,3,2020-01-01 03:00:00,2020-01-01 03:00:00,$,Card Type 105,129,0,0,129,25,50,0.02500
CSP-1,Player 2693,Female,68,9/13/2019 10:23:00 PM,9/14/2019 12:30:00 AM,127,2019-09-13 22:00:00,2019-09-14 00:00:00,$,Card Type 1,100,0,201,-101,20,15,0.01500
CSP-1,Player 2693,Female,68,9/21/2019 8:28:00 PM,9/21/2019 9:26:00 PM,58,2019-09-21 20:00:00,2019-09-21 21:00:00,$,Card Type 1,100,0,26,74,20,15,0.01500
CSP-1,Player 2693,Female,68,9/28/2019 9:01:00 PM,9/28/2019 10:00:00 PM,59,2019-09-28 21:00:00,2019-09-28 22:00:00,$,Card Type 1,100,0,39,61,20,15,0.01500
BJ-3,Player 2702,Male,39,8/4/2019 2:15:00 AM,8/4/2019 5:00:00 AM,165,2019-08-04 02:00:00,2019-08-04 05:00:00,$,Card Type 1,160,0,150,10,20,50,0.02500
BJ-3,Player 2702,Male,39,8/4/2019 6:00:00 AM,8/4/2019 6:28:00 AM,28,2019-08-04 06:00:00,2019-08-04 06:00:00,$,Card Type 1,0,100,75,25,10,50,0.02500
AR-1,Player 2877,Female,67,8/5/2019 3:41:00 PM,8/5/2019 3:42:00 PM,1,2019-08-05 15:00:00,2019-08-05 15:00:00,$,Card Type 105,0,0,0,0,0,50,0.05260
AR-1,Player 2877,Female,67,8/5/2019 1:58:00 PM,8/5/2019 2:32:00 PM,34,2019-08-05 13:00:00,2019-08-05 14:00:00,$,Card Type 105,320,0,0,320,50,50,0.05260
AR-1,Player 2877,Female,67,7/31/2019 7:01:00 PM,7/31/2019 7:14:00 PM,13,2019-07-31 19:00:00,2019-07-31 19:00:00,$,Card Type 105,100,0,100,0,100,50,0.05260
AR-1,Player 2877,Female,67,8/1/2019 7:15:00 PM,8/1/2019 7:24:00 PM,9,2019-08-01 19:00:00,2019-08-01 19:00:00,$,Card Type 105,100,0,20,80,20,50,0.05260
AR-1,Player 2877,Female,67,8/18/2019 1:20:00 AM,8/18/2019 2:00:00 AM,40,2019-08-18 01:00:00,2019-08-18 02:00:00,$,Card Type 105,150,0,0,150,50,50,0.05260
AR-1,Player 2877,Female,67,8/18/2019 3:42:00 PM,8/18/2019 3:55:00 PM,13,2019-08-18 15:00:00,2019-08-18 15:00:00,$,Card Type 105,250,0,0,250,40,50,0.05260
AR-1,Player 2877,Female,67,8/17/2019 4:23:00 PM,8/17/2019 4:51:00 PM,28,2019-08-17 16:00:00,2019-08-17 16:00:00,$,Card Type 105,200,0,100,100,50,50,0.05260
AR-1,Player 2877,Female,67,8/17/2019 3:00:00 PM,8/17/2019 3:05:00 PM,5,2019-08-17 15:00:00,2019-08-17 15:00:00,$,Card Type 105,100,0,0,100,30,50,0.05260
BJ-3,Player 2877,Female,67,8/17/2019 2:35:00 PM,8/17/2019 2:40:00 PM,5,2019-08-17 14:00:00,2019-08-17 14:00:00,$,Card Type 105,0,0,0,0,0,50,0.02500
AR-1,Player 2877,Female,67,8/16/2019 2:59:00 PM,8/16/2019 3:25:00 PM,26,2019-08-16 14:00:00,2019-08-16 15:00:00,$,Card Type 105,200,0,200,0,50,50,0.05260
AR-1,Player 2877,Female,67,8/14/2019 1:03:00 PM,8/14/2019 1:15:00 PM,12,2019-08-14 13:00:00,2019-08-14 13:00:00,$,Card Type 105,30,0,0,30,20,50,0.05260
AR-1,Player 2877,Female,67,8/14/2019 12:18:00 PM,8/14/2019 12:40:00 PM,22,2019-08-14 12:00:00,2019-08-14 12:00:00,$,Card Type 105,60,0,0,60,30,50,0.05260
AR-1,Player 2877,Female,67,8/13/2019 3:06:00 PM,8/13/2019 3:15:00 PM,9,2019-08-13 15:00:00,2019-08-13 15:00:00,$,Card Type 105,100,0,0,100,30,50,0.05260
AR-1,Player 2877,Female,67,8/13/2019 5:24:00 PM,8/13/2019 5:39:00 PM,15,2019-08-13 17:00:00,2019-08-13 17:00:00,$,Card Type 105,20,0,100,-80,20,50,0.05260
BJ-3,Player 2877,Female,67,8/11/2019 3:06:00 PM,8/11/2019 3:35:00 PM,29,2019-08-11 15:00:00,2019-08-11 15:00:00,$,Card Type 105,36,0,0,36,10,50,0.02500
AR-1,Player 2877,Female,67,8/11/2019 4:09:00 PM,8/11/2019 4:25:00 PM,16,2019-08-11 16:00:00,2019-08-11 16:00:00,$,Card Type 105,25,0,0,25,10,50,0.05260
AR-1,Player 2877,Female,67,8/24/2019 11:01:00 PM,8/24/2019 11:10:00 PM,9,2019-08-24 23:00:00,2019-08-24 23:00:00,$,Card Type 105,0,100,0,100,50,50,0.05260
AR-1,Player 2877,Female,67,8/27/2019 2:35:00 PM,8/27/2019 2:50:00 PM,15,2019-08-27 14:00:00,2019-08-27 14:00:00,$,Card Type 105,100,0,50,50,10,50,0.05260
AR-1,Player 2877,Female,67,8/26/2019 9:17:00 PM,8/26/2019 10:14:00 PM,57,2019-08-26 21:00:00,2019-08-26 22:00:00,$,Card Type 105,60,0,200,-140,60,50,0.05260
AR-1,Player 2877,Female,67,8/26/2019 10:21:00 PM,8/26/2019 10:22:00 PM,1,2019-08-26 22:00:00,2019-08-26 22:00:00,$,Card Type 105,20,0,0,20,5,50,0.05260
AR-1,Player 2877,Female,67,8/25/2019 6:12:00 PM,8/25/2019 6:35:00 PM,23,2019-08-25 18:00:00,2019-08-25 18:00:00,$,Card Type 105,100,0,0,100,40,50,0.05260
AR-1,Player 2877,Female,67,8/19/2019 5:12:00 PM,8/19/2019 5:20:00 PM,8,2019-08-19 17:00:00,2019-08-19 17:00:00,$,Card Type 105,0,100,0,100,50,50,0.05260
BJ-3,Player 2877,Female,67,8/19/2019 5:20:00 PM,8/19/2019 5:45:00 PM,25,2019-08-19 17:00:00,2019-08-19 17:00:00,$,Card Type 105,50,0,100,-50,10,50,0.02500
AR-1,Player 2877,Female,67,8/19/2019 6:16:00 PM,8/19/2019 6:21:00 PM,5,2019-08-19 18:00:00,2019-08-19 18:00:00,$,Card Type 105,100,0,95,5,25,50,0.05260
BJ-3,Player 2877,Female,67,8/21/2019 7:28:00 PM,8/21/2019 7:54:00 PM,26,2019-08-21 19:00:00,2019-08-21 19:00:00,$,Card Type 105,10,0,0,10,5,50,0.02500
AR-1,Player 2877,Female,67,8/21/2019 7:07:00 PM,8/21/2019 7:20:00 PM,13,2019-08-21 19:00:00,2019-08-21 19:00:00,$,Card Type 105,100,0,0,100,50,50,0.05260
AR-1,Player 2877,Female,67,8/20/2019 4:41:00 PM,8/20/2019 5:00:00 PM,19,2019-08-20 16:00:00,2019-08-20 17:00:00,$,Card Type 105,100,0,20,80,20,50,0.05260
AR-1,Player 2877,Female,67,8/22/2019 5:15:00 PM,8/22/2019 5:46:00 PM,31,2019-08-22 17:00:00,2019-08-22 17:00:00,$,Card Type 105,95,150,310,-65,30,50,0.05260
AR-1,Player 2877,Female,67,8/22/2019 7:15:00 PM,8/22/2019 7:50:00 PM,35,2019-08-22 19:00:00,2019-08-22 19:00:00,$,Card Type 105,0,110,50,60,20,50,0.05260
BJ-3,Player 2877,Female,67,8/22/2019 6:55:00 PM,8/22/2019 7:40:00 PM,45,2019-08-22 18:00:00,2019-08-22 19:00:00,$,Card Type 105,30,0,210,-180,10,50,0.02500
AR-1,Player 2877,Female,67,8/22/2019 5:46:00 PM,8/22/2019 6:10:00 PM,24,2019-08-22 17:00:00,2019-08-22 18:00:00,$,Card Type 105,180,0,0,180,40,50,0.05260
AR-1,Player 2877,Female,67,8/22/2019 6:45:00 PM,8/22/2019 6:54:00 PM,9,2019-08-22 18:00:00,2019-08-22 18:00:00,$,Card Type 105,30,0,0,30,15,50,0.05260
BJ-3,Player 2877,Female,67,8/23/2019 7:17:00 PM,8/23/2019 8:00:00 PM,43,2019-08-23 19:00:00,2019-08-23 20:00:00,$,Card Type 105,40,0,0,40,10,50,0.02500
AR-1,Player 2877,Female,67,7/17/2019 5:25:00 PM,7/17/2019 5:29:00 PM,4,2019-07-17 17:00:00,2019-07-17 17:00:00,$,Card Type 105,100,0,0,100,10,50,0.05260
AR-1,Player 2877,Female,67,6/23/2019 3:45:00 PM,6/23/2019 4:01:00 PM,16,2019-06-23 15:00:00,2019-06-23 16:00:00,$,Card Type 105,100,0,51,49,20,50,0.05260
AR-1,Player 2877,Female,67,6/24/2019 8:31:00 PM,6/24/2019 8:37:00 PM,6,2019-06-24 20:00:00,2019-06-24 20:00:00,$,Card Type 105,100,0,40,60,40,50,0.05260
AR-1,Player 2877,Female,67,6/20/2019 3:13:00 PM,6/20/2019 3:31:00 PM,18,2019-06-20 15:00:00,2019-06-20 15:00:00,$,Card Type 105,100,0,0,100,30,50,0.05260
AR-1,Player 2877,Female,67,6/18/2019 8:33:00 PM,6/18/2019 8:35:00 PM,2,2019-06-18 20:00:00,2019-06-18 20:00:00,$,Card Type 105,100,0,20,80,20,50,0.05260
AR-1,Player 2877,Female,67,6/16/2019 2:18:00 PM,6/16/2019 2:25:00 PM,7,2019-06-16 14:00:00,2019-06-16 14:00:00,$,Card Type 105,180,0,0,180,60,50,0.05260
AR-1,Player 2877,Female,67,6/28/2019 3:17:00 PM,6/28/2019 4:05:00 PM,48,2019-06-28 15:00:00,2019-06-28 16:00:00,$,Card Type 105,100,0,40,60,40,50,0.05260
AR-1,Player 2877,Female,67,6/26/2019 5:40:00 PM,6/26/2019 6:00:00 PM,20,2019-06-26 17:00:00,2019-06-26 18:00:00,$,Card Type 105,200,0,0,200,60,50,0.05260
AR-1,Player 2877,Female,67,6/30/2019 1:25:00 PM,6/30/2019 1:41:00 PM,16,2019-06-30 13:00:00,2019-06-30 13:00:00,$,Card Type 105,100,0,50,50,30,50,0.05260
AR-1,Player 2877,Female,67,7/6/2019 7:58:00 PM,7/6/2019 8:15:00 PM,17,2019-07-06 19:00:00,2019-07-06 20:00:00,$,Card Type 105,200,0,0,200,100,50,0.05260
BJ-3,Player 2877,Female,67,6/14/2019 3:35:00 PM,6/14/2019 4:57:00 PM,82,2019-06-14 15:00:00,2019-06-14 16:00:00,$,Card Type 105,100,0,100,0,10,50,0.02500
BJ-3,Player 2877,Female,67,6/13/2019 4:23:00 PM,6/13/2019 5:01:00 PM,38,2019-06-13 16:00:00,2019-06-13 17:00:00,$,Card Type 105,50,0,50,0,5,50,0.02500
AR-1,Player 2877,Female,67,6/13/2019 5:16:00 PM,6/13/2019 5:20:00 PM,4,2019-06-13 17:00:00,2019-06-13 17:00:00,$,Card Type 105,60,30,0,90,25,50,0.05260
AR-1,Player 2877,Female,67,6/13/2019 7:42:00 PM,6/13/2019 7:46:00 PM,4,2019-06-13 19:00:00,2019-06-13 19:00:00,$,Card Type 105,60,0,0,60,20,50,0.05260
AR-1,Player 2877,Female,67,6/14/2019 3:58:00 PM,6/14/2019 4:48:00 PM,50,2019-06-14 15:00:00,2019-06-14 16:00:00,$,Card Type 105,0,250,250,0,50,50,0.05260
AR-1,Player 2877,Female,67,6/9/2019 2:28:00 PM,6/9/2019 2:54:00 PM,26,2019-06-09 14:00:00,2019-06-09 14:00:00,$,Card Type 105,115,0,0,115,10,50,0.05260
AR-1,Player 2877,Female,67,6/9/2019 4:10:00 PM,6/9/2019 4:11:00 PM,1,2019-06-09 16:00:00,2019-06-09 16:00:00,$,Card Type 105,0,10,43,-33,0,50,0.05260
AR-1,Player 2877,Female,67,6/12/2019 2:24:00 PM,6/12/2019 2:48:00 PM,24,2019-06-12 14:00:00,2019-06-12 14:00:00,$,Card Type 105,100,0,258,-158,50,50,0.05260
AR-1,Player 2877,Female,67,6/12/2019 3:18:00 PM,6/12/2019 3:35:00 PM,17,2019-06-12 15:00:00,2019-06-12 15:00:00,$,Card Type 105,100,0,0,100,50,50,0.05260
BJ-3,Player 2877,Female,67,6/7/2019 7:18:00 PM,6/7/2019 7:38:00 PM,20,2019-06-07 19:00:00,2019-06-07 19:00:00,$,Card Type 105,50,0,115,-65,10,50,0.02500
AR-1,Player 2877,Female,67,6/7/2019 7:03:00 PM,6/7/2019 7:14:00 PM,11,2019-06-07 19:00:00,2019-06-07 19:00:00,$,Card Type 105,100,0,0,100,50,50,0.05260
AR-2,Player 2877,Female,67,6/8/2019 8:34:00 PM,6/8/2019 8:39:00 PM,5,2019-06-08 20:00:00,2019-06-08 20:00:00,$,Card Type 105,50,24,0,74,40,50,0.05260
AR-1,Player 2877,Female,67,6/8/2019 9:40:00 PM,6/8/2019 10:06:00 PM,26,2019-06-08 21:00:00,2019-06-08 22:00:00,$,Card Type 105,100,0,80,20,40,50,0.05260
BJ-3,Player 2877,Female,67,6/8/2019 11:16:00 PM,6/9/2019 1:00:00 AM,104,2019-06-08 23:00:00,2019-06-09 01:00:00,$,Card Type 105,0,25,90,-65,10,50,0.02500
BJ-3,Player 2877,Female,67,6/8/2019 7:15:00 PM,6/8/2019 7:44:00 PM,29,2019-06-08 19:00:00,2019-06-08 19:00:00,$,Card Type 105,0,0,75,-75,0,50,0.02500
AR-1,Player 2877,Female,67,6/8/2019 7:53:00 PM,6/8/2019 8:33:00 PM,40,2019-06-08 19:00:00,2019-06-08 20:00:00,$,Card Type 105,100,0,24,76,40,50,0.05260
AR-1,Player 2877,Female,67,6/8/2019 12:30:00 AM,6/8/2019 12:41:00 AM,11,2019-06-08 00:00:00,2019-06-08 00:00:00,$,Card Type 105,100,0,0,100,50,50,0.05260
AR-1,Player 2877,Female,67,6/7/2019 7:45:00 PM,6/7/2019 8:00:00 PM,15,2019-06-07 19:00:00,2019-06-07 20:00:00,$,Card Type 105,0,115,200,-85,60,50,0.05260
AR-1,Player 2877,Female,67,6/7/2019 10:50:00 PM,6/7/2019 11:30:00 PM,40,2019-06-07 22:00:00,2019-06-07 23:00:00,$,Card Type 105,50,0,0,50,5,50,0.05260
BJ-3,Player 2877,Female,67,6/1/2019 8:16:00 PM,6/1/2019 8:17:00 PM,1,2019-06-01 20:00:00,2019-06-01 20:00:00,$,Card Type 105,0,0,100,-100,0,50,0.02500
AR-1,Player 2877,Female,67,6/1/2019 10:43:00 PM,6/1/2019 10:53:00 PM,10,2019-06-01 22:00:00,2019-06-01 22:00:00,$,Card Type 105,0,100,0,100,30,50,0.05260
BJ-3,Player 2877,Female,67,5/31/2019 10:50:00 PM,6/1/2019 12:11:00 AM,81,2019-05-31 22:00:00,2019-06-01 00:00:00,$,Card Type 105,20,0,30,-10,5,50,0.02500
AR-1,Player 2877,Female,67,6/2/2019 1:41:00 AM,6/2/2019 1:42:00 AM,1,2019-06-02 01:00:00,2019-06-02 01:00:00,$,Card Type 105,0,960,960,0,0,50,0.05260
AR-1,Player 2877,Female,67,6/2/2019 2:38:00 PM,6/2/2019 3:00:00 PM,22,2019-06-02 14:00:00,2019-06-02 15:00:00,$,Card Type 105,100,0,0,100,30,50,0.05260
BJ-3,Player 2877,Female,67,6/4/2019 9:13:00 PM,6/4/2019 9:45:00 PM,32,2019-06-04 21:00:00,2019-06-04 21:00:00,$,Card Type 105,50,0,25,25,5,50,0.02500
AR-1,Player 2877,Female,67,6/4/2019 9:52:00 PM,6/4/2019 9:53:00 PM,1,2019-06-04 21:00:00,2019-06-04 21:00:00,$,Card Type 105,0,25,25,0,0,50,0.05260
AR-1,Player 2877,Female,67,6/4/2019 7:49:00 PM,6/4/2019 8:30:00 PM,41,2019-06-04 19:00:00,2019-06-04 20:00:00,$,Card Type 105,100,0,0,100,40,50,0.05260
AR-1,Player 2877,Female,67,5/18/2019 9:25:00 PM,5/18/2019 9:37:00 PM,12,2019-05-18 21:00:00,2019-05-18 21:00:00,$,Card Type 105,100,0,0,100,40,50,0.05260
