Player Name,Player Gender,Player Years Old,Table Currency,Player Card Level,Promotion Name,Total Promotion Value,Promotion Cost In Dollars,Promotion Issued Date Exact,Promotion Issued Hour
Player 12157,Male,52,$,Card Type 1,Promotion 1000,3.00,3.00,5/12/2019 12:01:29 PM,2019-05-12 12:00:00
Player 2167,Male,37,$,Card Type 103,Promotion 1000,6.00,6.00,5/12/2019 12:02:54 PM,2019-05-12 12:00:00
Player 11623,Female,76,$,Card Type 1,Promotion 1000,2.00,2.00,5/12/2019 12:05:38 PM,2019-05-12 12:00:00
Player 11143,Female,59,$,Card Type 103,Promotion 1000,24.00,24.00,5/12/2019 12:06:32 PM,2019-05-12 12:00:00
Player 3277,Male,53,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 12:08:49 PM,2019-05-12 12:00:00
Player 9676,Male,62,$,Card Type 101,Promotion 1000,2.00,2.00,5/12/2019 12:09:08 PM,2019-05-12 12:00:00
Player 1486,Female,59,$,Card Type 102,Promotion 1000,3.00,3.00,5/12/2019 12:09:31 PM,2019-05-12 12:00:00
Player 1399,Male,45,$,Card Type 105,Promotion 1000,57.00,57.00,5/12/2019 12:12:57 PM,2019-05-12 12:00:00
Player 2523,Male,50,$,Card Type 103,Promotion 1000,7.00,7.00,5/12/2019 12:14:16 PM,2019-05-12 12:00:00
Player 22274,Male,31,$,Card Type 102,Promotion 1000,3.00,3.00,5/12/2019 12:15:11 PM,2019-05-12 12:00:00
Player 2883,Female,61,$,Card Type 103,Promotion 1000,25.00,25.00,5/12/2019 12:15:34 PM,2019-05-12 12:00:00
Player 14813,Male,61,$,Card Type 103,Promotion 1000,22.00,22.00,5/12/2019 12:15:54 PM,2019-05-12 12:00:00
Player 5572,Female,67,$,Card Type 102,Promotion 1000,32.00,32.00,5/12/2019 12:16:39 PM,2019-05-12 12:00:00
Player 9630,Male,54,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 12:17:09 PM,2019-05-12 12:00:00
Player 5789,Female,56,$,Card Type 1,Promotion 1000,10.00,10.00,5/12/2019 12:17:50 PM,2019-05-12 12:00:00
Player 12344,Female,73,$,Card Type 1,Promotion 1000,3.00,3.00,5/12/2019 12:18:07 PM,2019-05-12 12:00:00
Player 5571,Male,71,$,Card Type 102,Promotion 1000,5.00,5.00,5/12/2019 12:18:28 PM,2019-05-12 12:00:00
Player 5693,Female,76,$,Card Type 101,Promotion 1000,11.00,11.00,5/12/2019 12:22:09 PM,2019-05-12 12:00:00
Player 1504,Male,54,$,Card Type 101,Promotion 1000,1.00,1.00,5/12/2019 12:25:05 PM,2019-05-12 12:00:00
Player 14747,Male,43,$,Card Type 101,Promotion 1000,5.00,5.00,5/12/2019 12:26:23 PM,2019-05-12 12:00:00
Player 3782,Male,61,$,Card Type 101,Promotion 1000,3.00,3.00,5/12/2019 12:28:56 PM,2019-05-12 12:00:00
Player 15586,Male,48,$,Card Type 102,Promotion 1000,2.00,2.00,5/12/2019 12:29:10 PM,2019-05-12 12:00:00
Player 1170,Male,70,$,Card Type 103,Promotion 1000,6.00,6.00,5/12/2019 12:33:07 PM,2019-05-12 12:00:00
Player 15780,Male,29,$,Card Type 103,Promotion 1000,4.00,4.00,5/12/2019 12:33:36 PM,2019-05-12 12:00:00
Player 12863,Female,59,$,Card Type 105,Promotion 1000,31.00,31.00,5/12/2019 12:35:28 PM,2019-05-12 12:00:00
Player 11329,Male,59,$,Card Type 105,Promotion 1000,33.00,33.00,5/12/2019 12:36:44 PM,2019-05-12 12:00:00
Player 18583,Female,69,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 12:38:15 PM,2019-05-12 12:00:00
Player 20397,Male,46,$,Card Type 103,Promotion 1000,23.00,23.00,5/12/2019 12:44:40 PM,2019-05-12 12:00:00
Player 2420,Male,46,$,Card Type 101,Promotion 1000,5.00,5.00,5/12/2019 12:46:26 PM,2019-05-12 12:00:00
Player 7543,Male,58,$,Card Type 101,Promotion 1000,2.00,2.00,5/12/2019 12:55:27 PM,2019-05-12 12:00:00
Player 10897,Female,52,$,Card Type 102,Promotion 1000,11.00,11.00,5/12/2019 12:57:33 PM,2019-05-12 12:00:00
Player 1427,Female,64,$,Card Type 102,Promotion 1000,5.00,5.00,5/12/2019 12:59:19 PM,2019-05-12 12:00:00
Player 19142,Male,60,$,Card Type 102,Promotion 1000,13.00,13.00,5/12/2019 1:06:13 PM,2019-05-12 13:00:00
Player 1590,Female,40,$,Card Type 102,Promotion 1000,3.00,3.00,5/12/2019 1:06:36 PM,2019-05-12 13:00:00
Player 14258,Male,28,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 1:09:39 PM,2019-05-12 13:00:00
Player 15119,Female,60,$,Card Type 102,Promotion 1000,3.00,3.00,5/12/2019 1:11:57 PM,2019-05-12 13:00:00
Player 4543,Male,59,$,Card Type 104,Promotion 1000,26.00,26.00,5/12/2019 1:12:26 PM,2019-05-12 13:00:00
Player 15938,Male,58,$,Card Type 102,Promotion 1000,9.00,9.00,5/12/2019 1:13:29 PM,2019-05-12 13:00:00
Player 13008,Female,75,$,Card Type 105,Promotion 1000,58.00,58.00,5/12/2019 1:14:01 PM,2019-05-12 13:00:00
Player 13007,Male,49,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 1:14:12 PM,2019-05-12 13:00:00
Player 5934,Female,52,$,Card Type 105,Promotion 1000,42.00,42.00,5/12/2019 1:14:45 PM,2019-05-12 13:00:00
Player 20320,Male,65,$,Card Type 105,Promotion 1000,39.00,39.00,5/12/2019 1:16:18 PM,2019-05-12 13:00:00
Player 11545,Male,34,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 1:20:12 PM,2019-05-12 13:00:00
Player 1129,Male,58,$,Card Type 104,Promotion 1000,10.00,10.00,5/12/2019 1:20:58 PM,2019-05-12 13:00:00
Player 21783,Female,62,$,Card Type 102,Promotion 1000,3.00,3.00,5/12/2019 1:26:17 PM,2019-05-12 13:00:00
Player 17259,Female,29,$,Card Type 103,Promotion 1000,11.00,11.00,5/12/2019 1:35:17 PM,2019-05-12 13:00:00
Player 13914,Male,54,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 1:42:17 PM,2019-05-12 13:00:00
Player 6810,Male,48,$,Card Type 101,Promotion 1000,16.00,16.00,5/12/2019 1:44:31 PM,2019-05-12 13:00:00
Player 1501,Female,63,$,Card Type 1,Promotion 1000,2.00,2.00,5/12/2019 1:48:52 PM,2019-05-12 13:00:00
Player 6362,Male,45,$,Card Type 103,Promotion 1000,14.00,14.00,5/12/2019 1:50:07 PM,2019-05-12 13:00:00
Player 16118,Female,50,$,Card Type 102,Promotion 1000,4.00,4.00,5/12/2019 1:52:14 PM,2019-05-12 13:00:00
Player 16278,Male,60,$,Card Type 101,Promotion 1000,3.00,3.00,5/12/2019 1:54:06 PM,2019-05-12 13:00:00
Player 5423,Female,73,$,Card Type 102,Promotion 1000,7.00,7.00,5/12/2019 1:54:09 PM,2019-05-12 13:00:00
Player 16541,Female,43,$,Card Type 102,Promotion 1000,3.00,3.00,5/12/2019 1:55:38 PM,2019-05-12 13:00:00
Player 11446,Female,50,$,Card Type 102,Promotion 1000,8.00,8.00,5/12/2019 2:08:04 PM,2019-05-12 14:00:00
Player 20438,Female,36,$,Card Type 101,Promotion 1000,5.00,5.00,5/12/2019 2:08:42 PM,2019-05-12 14:00:00
Player 15397,Male,30,$,Card Type 103,Promotion 1000,47.00,47.00,5/12/2019 2:09:17 PM,2019-05-12 14:00:00
Player 13335,Male,41,$,Card Type 104,Promotion 1000,54.00,54.00,5/12/2019 2:10:33 PM,2019-05-12 14:00:00
Player 7074,Female,46,$,Card Type 103,Promotion 1000,6.00,6.00,5/12/2019 2:11:08 PM,2019-05-12 14:00:00
Player 1135,Male,59,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 2:11:42 PM,2019-05-12 14:00:00
Player 6852,Male,49,$,Card Type 1,Promotion 1000,3.00,3.00,5/12/2019 2:19:10 PM,2019-05-12 14:00:00
Player 17732,Female,52,$,Card Type 1,Promotion 1000,4.00,4.00,5/12/2019 2:19:41 PM,2019-05-12 14:00:00
Player 21781,Male,59,$,Card Type 102,Promotion 1000,15.00,15.00,5/12/2019 2:24:38 PM,2019-05-12 14:00:00
Player 21782,Male,63,$,Card Type 1,Promotion 1000,4.00,4.00,5/12/2019 2:25:04 PM,2019-05-12 14:00:00
Player 1275,Male,41,$,Card Type 104,Promotion 1000,8.00,8.00,5/12/2019 2:25:23 PM,2019-05-12 14:00:00
Player 7151,Male,57,$,Card Type 102,Promotion 1004,10.00,5.00,5/12/2019 2:25:40 PM,2019-05-12 14:00:00
Player 7151,Male,57,$,Card Type 102,Promotion 1004,10.00,5.00,5/12/2019 2:25:41 PM,2019-05-12 14:00:00
Player 7074,Female,46,$,Card Type 103,Promotion 1004,5.00,2.50,5/12/2019 2:26:31 PM,2019-05-12 14:00:00
Player 7074,Female,46,$,Card Type 103,Promotion 1004,5.00,2.50,5/12/2019 2:26:32 PM,2019-05-12 14:00:00
Player 7074,Female,46,$,Card Type 103,Promotion 1004,5.00,2.50,5/12/2019 2:26:33 PM,2019-05-12 14:00:00
Player 20352,Male,57,$,Card Type 101,Promotion 1000,10.00,10.00,5/12/2019 2:26:34 PM,2019-05-12 14:00:00
Player 7074,Female,46,$,Card Type 103,Promotion 1004,5.00,2.50,5/12/2019 2:26:35 PM,2019-05-12 14:00:00
Player 7771,Male,58,$,Card Type 103,Promotion 1000,10.00,10.00,5/12/2019 2:27:36 PM,2019-05-12 14:00:00
Player 22318,Male,48,$,Card Type 103,Promotion 1000,23.00,23.00,5/12/2019 2:28:07 PM,2019-05-12 14:00:00
Player 2247,Male,74,$,Card Type 104,Promotion 1000,19.00,19.00,5/12/2019 2:34:33 PM,2019-05-12 14:00:00
Player 13652,Female,52,$,Card Type 1,Promotion 1000,6.00,6.00,5/12/2019 2:38:48 PM,2019-05-12 14:00:00
Player 7049,Female,46,$,Card Type 1,Promotion 1000,2.00,2.00,5/12/2019 2:48:58 PM,2019-05-12 14:00:00
Player 14246,Male,43,$,Card Type 104,Promotion 1000,19.00,19.00,5/12/2019 2:53:19 PM,2019-05-12 14:00:00
Player 22436,Female,58,$,Card Type 1,Promotion 1000,5.00,5.00,5/12/2019 2:55:21 PM,2019-05-12 14:00:00
Player 12477,Male,68,$,Card Type 102,Promotion 1000,22.00,22.00,5/12/2019 2:56:00 PM,2019-05-12 14:00:00
Player 3902,Male,53,$,Card Type 102,Promotion 1000,12.00,12.00,5/12/2019 2:58:43 PM,2019-05-12 14:00:00
Player 4030,Male,62,$,Card Type 101,Promotion 1000,1.00,1.00,5/12/2019 3:01:24 PM,2019-05-12 15:00:00
Player 7595,Male,58,$,Card Type 102,Promotion 1000,11.00,11.00,5/12/2019 3:02:24 PM,2019-05-12 15:00:00
Player 1300,Male,55,$,Card Type 101,Promotion 1000,12.00,12.00,5/12/2019 3:03:31 PM,2019-05-12 15:00:00
Player 15810,Female,55,$,Card Type 101,Promotion 1000,4.00,4.00,5/12/2019 3:07:36 PM,2019-05-12 15:00:00
Player 20166,Male,28,$,Card Type 102,Promotion 1000,4.00,4.00,5/12/2019 3:18:18 PM,2019-05-12 15:00:00
Player 1901,Male,58,$,Card Type 102,Promotion 1000,3.00,3.00,5/12/2019 3:21:00 PM,2019-05-12 15:00:00
Player 1217,Male,57,$,Card Type 105,Promotion 1000,18.00,18.00,5/12/2019 3:23:53 PM,2019-05-12 15:00:00
Player 2317,Female,63,$,Card Type 105,Promotion 1000,41.00,41.00,5/12/2019 3:24:21 PM,2019-05-12 15:00:00
Player 6570,Male,50,$,Card Type 104,Promotion 1000,4.00,4.00,5/12/2019 3:26:13 PM,2019-05-12 15:00:00
Player 21596,Male,45,$,Card Type 103,Promotion 1000,5.00,5.00,5/12/2019 3:26:31 PM,2019-05-12 15:00:00
Player 1217,Male,57,$,Card Type 105,Promotion 1004,5.00,2.50,5/12/2019 3:27:38 PM,2019-05-12 15:00:00
Player 1217,Male,57,$,Card Type 105,Promotion 1004,5.00,2.50,5/12/2019 3:27:39 PM,2019-05-12 15:00:00
Player 1217,Male,57,$,Card Type 105,Promotion 1004,5.00,2.50,5/12/2019 3:27:41 PM,2019-05-12 15:00:00
Player 1217,Male,57,$,Card Type 105,Promotion 1004,5.00,2.50,5/12/2019 3:27:42 PM,2019-05-12 15:00:00
Player 8926,Female,57,$,Card Type 105,Promotion 1000,48.00,48.00,5/12/2019 3:27:45 PM,2019-05-12 15:00:00
Player 8927,Male,60,$,Card Type 104,Promotion 1000,51.00,51.00,5/12/2019 3:28:07 PM,2019-05-12 15:00:00
Player 15858,Female,50,$,Card Type 102,Promotion 1000,5.00,5.00,5/12/2019 3:28:29 PM,2019-05-12 15:00:00
Player 22377,Male,40,$,Card Type 105,Promotion 1000,120.00,120.00,5/12/2019 3:32:26 PM,2019-05-12 15:00:00
Player 22346,Male,29,$,Card Type 1,Promotion 1000,8.00,8.00,5/12/2019 3:34:48 PM,2019-05-12 15:00:00
Player 9782,Male,48,$,Card Type 105,Promotion 1000,97.00,97.00,5/12/2019 3:35:48 PM,2019-05-12 15:00:00
Player 14605,Female,37,$,Card Type 105,Promotion 1000,79.00,79.00,5/12/2019 3:36:01 PM,2019-05-12 15:00:00
Player 9951,Female,62,$,Card Type 102,Promotion 1000,3.00,3.00,5/12/2019 3:44:54 PM,2019-05-12 15:00:00
Player 3893,Male,52,$,Card Type 1,Promotion 1000,2.00,2.00,5/12/2019 3:51:57 PM,2019-05-12 15:00:00
Player 2703,Male,43,$,Card Type 104,Promotion 1000,30.00,30.00,5/12/2019 3:54:29 PM,2019-05-12 15:00:00
Player 7596,Male,56,$,Card Type 1,Promotion 1000,4.00,4.00,5/12/2019 4:01:13 PM,2019-05-12 16:00:00
Player 16126,Male,83,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 4:04:25 PM,2019-05-12 16:00:00
Player 19615,Female,55,$,Card Type 1,Promotion 1000,2.00,2.00,5/12/2019 4:06:02 PM,2019-05-12 16:00:00
Player 2140,Female,44,$,Card Type 102,Promotion 1000,3.00,3.00,5/12/2019 4:16:36 PM,2019-05-12 16:00:00
Player 20202,Male,40,$,Card Type 103,Promotion 1000,56.00,56.00,5/12/2019 4:18:05 PM,2019-05-12 16:00:00
Player 15992,Male,41,$,Card Type 102,Promotion 1000,3.00,3.00,5/12/2019 4:20:33 PM,2019-05-12 16:00:00
Player 13394,Male,56,$,Card Type 102,Promotion 1000,5.00,5.00,5/12/2019 4:25:45 PM,2019-05-12 16:00:00
Player 6166,Female,44,$,Card Type 104,Promotion 1000,15.00,15.00,5/12/2019 4:27:38 PM,2019-05-12 16:00:00
Player 16502,Male,55,$,Card Type 105,Promotion 1000,150.00,150.00,5/12/2019 4:50:28 PM,2019-05-12 16:00:00
Player 18153,Female,29,$,Card Type 105,Promotion 1000,84.00,84.00,5/12/2019 4:50:41 PM,2019-05-12 16:00:00
Player 2169,Female,35,$,Card Type 101,Promotion 1000,1.00,1.00,5/12/2019 4:52:04 PM,2019-05-12 16:00:00
Player 3113,Female,58,$,Card Type 1,Promotion 1000,6.00,6.00,5/12/2019 5:01:49 PM,2019-05-12 17:00:00
Player 3101,Female,Unknown,$,Card Type 1,Promotion 1000,3.00,3.00,5/12/2019 5:02:27 PM,2019-05-12 17:00:00
Player 11484,Male,51,$,Card Type 105,Promotion 1000,96.00,96.00,5/12/2019 5:05:38 PM,2019-05-12 17:00:00
Player 8004,Male,44,$,Card Type 104,Promotion 1000,7.00,7.00,5/12/2019 5:05:59 PM,2019-05-12 17:00:00
Player 13036,Male,36,$,Card Type 103,Promotion 1000,5.00,5.00,5/12/2019 5:13:20 PM,2019-05-12 17:00:00
Player 14119,Male,49,$,Card Type 101,Promotion 1000,3.00,3.00,5/12/2019 5:18:10 PM,2019-05-12 17:00:00
Player 11721,Male,54,$,Card Type 101,Promotion 1000,5.00,5.00,5/12/2019 5:19:35 PM,2019-05-12 17:00:00
Player 9947,Male,52,$,Card Type 105,Promotion 1000,120.00,120.00,5/12/2019 5:24:45 PM,2019-05-12 17:00:00
Player 1825,Female,62,$,Card Type 1,Promotion 1000,2.00,2.00,5/12/2019 5:25:47 PM,2019-05-12 17:00:00
Player 1826,Male,68,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 5:25:53 PM,2019-05-12 17:00:00
Player 14621,Male,55,$,Card Type 105,Promotion 1000,120.00,120.00,5/12/2019 5:30:03 PM,2019-05-12 17:00:00
Player 7506,Female,58,$,Card Type 101,Promotion 1000,4.00,4.00,5/12/2019 5:31:29 PM,2019-05-12 17:00:00
Player 9166,Female,48,$,Card Type 102,Promotion 1000,23.00,23.00,5/12/2019 5:37:06 PM,2019-05-12 17:00:00
Player 8054,Male,57,$,Card Type 104,Promotion 1000,91.00,91.00,5/12/2019 5:37:49 PM,2019-05-12 17:00:00
Player 4592,Female,53,$,Card Type 101,Promotion 1000,21.00,21.00,5/12/2019 5:38:43 PM,2019-05-12 17:00:00
Player 2704,Male,63,$,Card Type 101,Promotion 1000,3.00,3.00,5/12/2019 6:13:06 PM,2019-05-12 18:00:00
Player 2705,Female,55,$,Card Type 101,Promotion 1000,4.00,4.00,5/12/2019 6:13:38 PM,2019-05-12 18:00:00
Player 8352,Female,64,$,Card Type 102,Promotion 1000,2.00,2.00,5/12/2019 6:16:18 PM,2019-05-12 18:00:00
Player 12970,Male,53,$,Card Type 101,Promotion 1000,2.00,2.00,5/12/2019 6:17:39 PM,2019-05-12 18:00:00
Player 11018,Male,39,$,Card Type 104,Promotion 1000,7.00,7.00,5/12/2019 6:18:37 PM,2019-05-12 18:00:00
Player 9369,Male,70,$,Card Type 102,Promotion 1000,4.00,4.00,5/12/2019 6:21:13 PM,2019-05-12 18:00:00
Player 4859,Male,56,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 6:33:30 PM,2019-05-12 18:00:00
Player 19443,Male,31,$,Card Type 1,Promotion 1000,2.00,2.00,5/12/2019 6:34:21 PM,2019-05-12 18:00:00
Player 11114,Male,46,$,Card Type 101,Promotion 1000,4.00,4.00,5/12/2019 6:36:36 PM,2019-05-12 18:00:00
Player 1706,Female,72,$,Card Type 101,Promotion 1000,7.00,7.00,5/12/2019 6:37:25 PM,2019-05-12 18:00:00
Player 4450,Male,62,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 6:39:16 PM,2019-05-12 18:00:00
Player 1908,Male,38,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 6:39:53 PM,2019-05-12 18:00:00
Player 7838,Male,37,$,Card Type 101,Promotion 1000,3.00,3.00,5/12/2019 6:54:12 PM,2019-05-12 18:00:00
Player 22497,Male,39,$,Card Type 1,Promotion 1000,5.00,5.00,5/12/2019 6:54:52 PM,2019-05-12 18:00:00
Player 3322,Male,68,$,Card Type 1,Promotion 1000,3.00,3.00,5/12/2019 6:56:22 PM,2019-05-12 18:00:00
Player 16390,Male,54,$,Card Type 104,Promotion 1000,21.00,21.00,5/12/2019 7:14:55 PM,2019-05-12 19:00:00
Player 19360,Male,67,$,Card Type 102,Promotion 1000,5.00,5.00,5/12/2019 7:18:39 PM,2019-05-12 19:00:00
Player 2877,Female,67,$,Card Type 105,Promotion 1000,7.00,7.00,5/12/2019 7:25:00 PM,2019-05-12 19:00:00
Player 16902,Male,54,$,Card Type 102,Promotion 1000,6.00,6.00,5/12/2019 7:27:14 PM,2019-05-12 19:00:00
Player 16945,Female,62,$,Card Type 102,Promotion 1000,9.00,9.00,5/12/2019 7:27:28 PM,2019-05-12 19:00:00
Player 2987,Female,59,$,Card Type 101,Promotion 1000,2.00,2.00,5/12/2019 7:33:41 PM,2019-05-12 19:00:00
Player 17799,Female,26,$,Card Type 101,Promotion 1000,7.00,7.00,5/12/2019 7:38:42 PM,2019-05-12 19:00:00
Player 1573,Female,63,$,Card Type 101,Promotion 1000,6.00,6.00,5/12/2019 8:09:37 PM,2019-05-12 20:00:00
Player 8811,Male,39,$,Card Type 103,Promotion 1000,10.00,10.00,5/12/2019 8:14:38 PM,2019-05-12 20:00:00
Player 13531,Male,38,$,Card Type 1,Promotion 1000,4.00,4.00,5/12/2019 8:21:26 PM,2019-05-12 20:00:00
Player 22391,Male,31,$,Card Type 1,Promotion 1000,21.00,21.00,5/12/2019 8:24:39 PM,2019-05-12 20:00:00
Player 12493,Male,46,$,Card Type 102,Promotion 1000,5.00,5.00,5/12/2019 8:35:22 PM,2019-05-12 20:00:00
Player 19272,Female,38,$,Card Type 104,Promotion 1000,34.00,34.00,5/12/2019 8:40:41 PM,2019-05-12 20:00:00
Player 5970,Female,68,$,Card Type 101,Promotion 1000,2.00,2.00,5/12/2019 8:47:01 PM,2019-05-12 20:00:00
Player 3516,Female,59,$,Card Type 102,Promotion 1000,4.00,4.00,5/12/2019 8:47:36 PM,2019-05-12 20:00:00
Player 1842,Female,46,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 8:49:11 PM,2019-05-12 20:00:00
Player 8280,Male,53,$,Card Type 102,Promotion 1000,5.00,5.00,5/12/2019 9:00:20 PM,2019-05-12 21:00:00
Player 8281,Female,50,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 9:00:55 PM,2019-05-12 21:00:00
Player 18780,Male,57,$,Card Type 102,Promotion 1000,13.00,13.00,5/12/2019 9:22:04 PM,2019-05-12 21:00:00
Player 2332,Male,59,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 9:37:29 PM,2019-05-12 21:00:00
Player 2331,Female,44,$,Card Type 1,Promotion 1000,2.00,2.00,5/12/2019 9:37:52 PM,2019-05-12 21:00:00
Player 7149,Male,54,$,Card Type 1,Promotion 1000,1.00,1.00,5/12/2019 10:10:00 PM,2019-05-12 22:00:00
Player 21647,Female,77,$,Card Type 103,Promotion 1000,18.00,18.00,5/12/2019 10:15:19 PM,2019-05-12 22:00:00
Player 21656,Male,64,$,Card Type 103,Promotion 1000,22.00,22.00,5/12/2019 10:16:08 PM,2019-05-12 22:00:00
Player 4808,Male,48,$,Card Type 103,Promotion 1000,46.00,46.00,5/12/2019 10:19:24 PM,2019-05-12 22:00:00
Player 22312,Male,50,$,Card Type 1,Promotion 1000,2.00,2.00,5/12/2019 10:20:12 PM,2019-05-12 22:00:00
Player 20243,Male,25,$,Card Type 105,Promotion 1012,100.00,100.00,5/12/2019 10:29:15 PM,2019-05-12 22:00:00
Player 21827,Male,46,$,Card Type 103,Promotion 1012,5.00,5.00,5/12/2019 10:29:52 PM,2019-05-12 22:00:00
Player 21814,Male,34,$,Card Type 104,Promotion 1012,40.00,40.00,5/12/2019 10:30:18 PM,2019-05-12 22:00:00
Player 7151,Male,57,$,Card Type 102,Promotion 1012,150.00,150.00,5/12/2019 10:30:54 PM,2019-05-12 22:00:00
Player 7151,Male,57,$,Card Type 102,Promotion 1012,150.00,150.00,5/12/2019 10:30:55 PM,2019-05-12 22:00:00
Player 20369,Male,50,$,Card Type 104,Promotion 1012,125.00,125.00,5/12/2019 10:31:22 PM,2019-05-12 22:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,5/12/2019 10:31:33 PM,2019-05-12 22:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,5/12/2019 10:31:34 PM,2019-05-12 22:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,5/12/2019 10:31:35 PM,2019-05-12 22:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,5/12/2019 10:31:36 PM,2019-05-12 22:00:00
Player 15780,Male,29,$,Card Type 103,Promotion 1012,5.00,5.00,5/12/2019 10:31:52 PM,2019-05-12 22:00:00
Player 21815,Male,28,$,Card Type 105,Promotion 1012,65.00,65.00,5/12/2019 10:32:38 PM,2019-05-12 22:00:00
Player 19363,Male,54,$,Card Type 105,Promotion 1012,250.00,250.00,5/12/2019 10:33:13 PM,2019-05-12 22:00:00
Player 13008,Female,75,$,Card Type 105,Promotion 1012,15.00,15.00,5/12/2019 10:33:48 PM,2019-05-12 22:00:00
Player 1159,Male,57,$,Card Type 102,Promotion 1012,5.00,5.00,5/12/2019 10:34:21 PM,2019-05-12 22:00:00
Player 14470,Male,55,$,Card Type 105,Promotion 1000,111.00,111.00,5/12/2019 10:48:35 PM,2019-05-12 22:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1000,70.00,70.00,5/12/2019 10:49:15 PM,2019-05-12 22:00:00
Player 10848,Female,41,$,Card Type 102,Promotion 1000,15.00,15.00,5/12/2019 11:39:56 PM,2019-05-12 23:00:00
Player 18024,Female,48,$,Card Type 105,Promotion 1000,150.00,150.00,5/12/2019 11:55:05 PM,2019-05-12 23:00:00
Player 13669,Male,61,$,Card Type 102,Promotion 1004,10.00,5.00,5/13/2019 1:15:22 AM,2019-05-13 01:00:00
Player 13008,Female,75,$,Card Type 105,Promotion 1004,5.00,2.50,5/13/2019 12:09:34 PM,2019-05-13 12:00:00
Player 13008,Female,75,$,Card Type 105,Promotion 1004,5.00,2.50,5/13/2019 12:09:35 PM,2019-05-13 12:00:00
Player 13008,Female,75,$,Card Type 105,Promotion 1004,5.00,2.50,5/13/2019 12:09:37 PM,2019-05-13 12:00:00
Player 13008,Female,75,$,Card Type 105,Promotion 1004,5.00,2.50,5/13/2019 12:09:38 PM,2019-05-13 12:00:00
Player 8004,Male,44,$,Card Type 104,Promotion 1004,10.00,5.00,5/13/2019 12:36:07 PM,2019-05-13 12:00:00
Player 8004,Male,44,$,Card Type 104,Promotion 1004,10.00,5.00,5/13/2019 12:36:08 PM,2019-05-13 12:00:00
Player 13008,Female,75,$,Card Type 105,Promotion 1005,40.00,0.00,5/13/2019 1:11:04 PM,2019-05-13 13:00:00
Player 13008,Female,75,$,Card Type 105,Promotion 1005,12.00,0.00,5/13/2019 1:11:29 PM,2019-05-13 13:00:00
Player 8966,Male,41,$,Card Type 102,Promotion 1012,5.00,5.00,5/13/2019 8:13:43 PM,2019-05-13 20:00:00
Player 1159,Male,57,$,Card Type 102,Promotion 1004,10.00,5.00,5/13/2019 9:25:38 PM,2019-05-13 21:00:00
Player 1159,Male,57,$,Card Type 102,Promotion 1004,10.00,5.00,5/13/2019 9:25:39 PM,2019-05-13 21:00:00
Player 1427,Female,64,$,Card Type 102,Promotion 1005,6.00,0.00,5/13/2019 9:43:49 PM,2019-05-13 21:00:00
Player 19363,Male,54,$,Card Type 105,Promotion 1009,191.00,191.00,5/13/2019 10:31:11 PM,2019-05-13 22:00:00
Player 19363,Male,54,$,Card Type 105,Promotion 1009,150.00,150.00,5/13/2019 10:31:12 PM,2019-05-13 22:00:00
Player 19363,Male,54,$,Card Type 105,Promotion 1004,25.00,12.50,5/13/2019 10:38:17 PM,2019-05-13 22:00:00
Player 19363,Male,54,$,Card Type 105,Promotion 1004,25.00,12.50,5/13/2019 10:38:19 PM,2019-05-13 22:00:00
Player 19363,Male,54,$,Card Type 105,Promotion 1004,25.00,12.50,5/13/2019 10:38:20 PM,2019-05-13 22:00:00
Player 19363,Male,54,$,Card Type 105,Promotion 1004,25.00,12.50,5/13/2019 10:38:21 PM,2019-05-13 22:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,5/13/2019 10:39:43 PM,2019-05-13 22:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,5/13/2019 10:39:44 PM,2019-05-13 22:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,5/13/2019 10:39:45 PM,2019-05-13 22:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,5/13/2019 10:39:47 PM,2019-05-13 22:00:00
