Player Name,Player Gender,Player Years Old,Player Card Level,Name,Cordobas Won In Raffle,Raffle Drawing Result,Promotion Issued Date Exact,Promotion Issued Hour
Player 8054,Male,57,Card Type 104,sábado 7pm,15000.00,Eliminated,5/11/2019 7:06:02 PM,2019-05-11 19:00:00
Player 8811,Male,39,Card Type 103,sábado 7pm,15000.00,WON,5/11/2019 7:06:41 PM,2019-05-11 19:00:00
Player 8054,Male,57,Card Type 104,sábado 8pm,7500.00,Eliminated,5/11/2019 8:01:35 PM,2019-05-11 20:00:00
Player 11484,Male,51,Card Type 105,sábado 8pm,7500.00,WON,5/11/2019 8:02:12 PM,2019-05-11 20:00:00
Player 1427,Female,64,Card Type 102,sábado 9pm,7500.00,WON,5/11/2019 9:01:03 PM,2019-05-11 21:00:00
Player 22020,Female,37,Card Type 1,sábado 10pm,10000.00,WON,5/11/2019 10:00:56 PM,2019-05-11 22:00:00
Player 22214,Male,28,Card Type 105,sábado 11pm,10000.00,Eliminated,5/11/2019 11:01:27 PM,2019-05-11 23:00:00
Player 19272,Female,38,Card Type 104,sábado 11pm,10000.00,WON,5/11/2019 11:01:54 PM,2019-05-11 23:00:00
Player 2523,Male,50,Card Type 103,sábado 12am,10000.00,WON,5/12/2019 12:01:05 AM,2019-05-12 00:00:00
Player 22399,Male,60,Card Type 101,sábado 1am,40000.00,WON,5/12/2019 1:00:49 AM,2019-05-12 01:00:00
Player 3153,Male,55,Card Type 103,viernes 7pm,15000.00,Eliminated,5/17/2019 7:01:30 PM,2019-05-17 19:00:00
Player 15938,Male,58,Card Type 102,viernes 7pm,15000.00,Eliminated,5/17/2019 7:02:38 PM,2019-05-17 19:00:00
Player 15397,Male,30,Card Type 103,viernes 7pm,15000.00,Eliminated,5/17/2019 7:03:45 PM,2019-05-17 19:00:00
Player 14605,Female,37,Card Type 105,viernes 7pm,15000.00,WON,5/17/2019 7:04:31 PM,2019-05-17 19:00:00
Player 13008,Female,75,Card Type 105,viernes 8pm,7500.00,WON,5/17/2019 8:01:00 PM,2019-05-17 20:00:00
Player 2828,Male,42,Card Type 102,viernes 9pm,7500.00,Eliminated,5/17/2019 9:01:51 PM,2019-05-17 21:00:00
Player 9166,Female,48,Card Type 102,viernes 9pm,7500.00,Eliminated,5/17/2019 9:02:59 PM,2019-05-17 21:00:00
Player 4543,Male,59,Card Type 104,viernes 9pm,7500.00,Eliminated,5/17/2019 9:04:07 PM,2019-05-17 21:00:00
Player 8054,Male,57,Card Type 104,viernes 9pm,7500.00,Eliminated,5/17/2019 9:05:13 PM,2019-05-17 21:00:00
Player 11484,Male,51,Card Type 105,viernes 9pm,7500.00,WON,5/17/2019 9:05:48 PM,2019-05-17 21:00:00
Player 6564,Female,59,Card Type 103,viernes 10pm,10000.00,WON,5/17/2019 10:00:59 PM,2019-05-17 22:00:00
Player 1901,Male,58,Card Type 102,viernes 11pm,10000.00,Eliminated,5/17/2019 11:01:29 PM,2019-05-17 23:00:00
Player 1899,Male,58,Card Type 102,viernes 11pm,10000.00,WON,5/17/2019 11:02:04 PM,2019-05-17 23:00:00
Player 22377,Male,40,Card Type 105,viernes 12am,10000.00,Eliminated,5/18/2019 12:01:28 AM,2019-05-18 00:00:00
Player 2399,Male,59,Card Type 102,viernes 12am,10000.00,WON,5/18/2019 12:01:59 AM,2019-05-18 00:00:00
Player 5934,Female,52,Card Type 105,viernes 1am,40000.00,WON,5/18/2019 1:00:57 AM,2019-05-18 01:00:00
Player 17796,Male,47,Card Type 105,sábado 7pm,15000.00,Eliminated,5/18/2019 7:01:25 PM,2019-05-18 19:00:00
Player 14621,Male,55,Card Type 105,sábado 7pm,15000.00,WON,5/18/2019 7:02:15 PM,2019-05-18 19:00:00
Player 22270,Female,48,Card Type 102,sábado 8pm,7500.00,Eliminated,5/18/2019 8:01:30 PM,2019-05-18 20:00:00
Player 21814,Male,34,Card Type 104,sábado 8pm,7500.00,Eliminated,5/18/2019 8:02:35 PM,2019-05-18 20:00:00
Player 2247,Male,74,Card Type 104,sábado 8pm,7500.00,WON,5/18/2019 8:03:20 PM,2019-05-18 20:00:00
Player 19711,Male,46,Card Type 105,sábado 9pm,7500.00,Eliminated,5/18/2019 9:01:32 PM,2019-05-18 21:00:00
Player 7074,Female,46,Card Type 103,sábado 9pm,7500.00,WON,5/18/2019 9:01:59 PM,2019-05-18 21:00:00
Player 18955,Female,64,Card Type 101,sábado 10pm,10000.00,Eliminated,5/18/2019 10:01:34 PM,2019-05-18 22:00:00
Player 8054,Male,57,Card Type 104,sábado 10pm,10000.00,Eliminated,5/18/2019 10:02:39 PM,2019-05-18 22:00:00
Player 1573,Female,63,Card Type 101,sábado 10pm,10000.00,WON,5/18/2019 10:03:23 PM,2019-05-18 22:00:00
Player 9782,Male,48,Card Type 105,sábado 11pm,10000.00,Eliminated,5/18/2019 11:01:31 PM,2019-05-18 23:00:00
Player 8054,Male,57,Card Type 104,sábado 11pm,10000.00,Eliminated,5/18/2019 11:02:37 PM,2019-05-18 23:00:00
Player 14470,Male,55,Card Type 105,sábado 11pm,10000.00,Eliminated,5/18/2019 11:03:43 PM,2019-05-18 23:00:00
Player 1399,Male,45,Card Type 105,sábado 11pm,10000.00,Eliminated,5/18/2019 11:04:48 PM,2019-05-18 23:00:00
Player 2877,Female,67,Card Type 105,sábado 11pm,10000.00,WON,5/18/2019 11:05:15 PM,2019-05-18 23:00:00
Player 20320,Male,65,Card Type 105,sábado 12am,10000.00,WON,5/19/2019 12:00:56 AM,2019-05-19 00:00:00
Player 1399,Male,45,Card Type 105,sábado 1am,40000.00,Eliminated,5/19/2019 1:01:30 AM,2019-05-19 01:00:00
Player 15938,Male,58,Card Type 102,sábado 1am,40000.00,WON,5/19/2019 1:02:02 AM,2019-05-19 01:00:00
Player 13008,Female,75,Card Type 105,viernes 7pm,15000.00,Eliminated,5/24/2019 7:01:35 PM,2019-05-24 19:00:00
Player 5934,Female,52,Card Type 105,viernes 7pm,15000.00,WON,5/24/2019 7:02:19 PM,2019-05-24 19:00:00
Player 8004,Male,44,Card Type 104,viernes 8pm,7500.00,Eliminated,5/24/2019 8:01:25 PM,2019-05-24 20:00:00
Player 8280,Male,53,Card Type 102,viernes 8pm,7500.00,WON,5/24/2019 8:01:58 PM,2019-05-24 20:00:00
Player 18470,Male,51,Card Type 105,viernes 9pm,7500.00,Eliminated,5/24/2019 9:01:28 PM,2019-05-24 21:00:00
Player 4942,Male,55,Card Type 101,viernes 9pm,7500.00,WON,5/24/2019 9:02:01 PM,2019-05-24 21:00:00
Player 18470,Male,51,Card Type 105,viernes 10pm,10000.00,WON,5/24/2019 10:01:14 PM,2019-05-24 22:00:00
Player 17796,Male,47,Card Type 105,viernes 11pm,10000.00,WON,5/24/2019 11:00:58 PM,2019-05-24 23:00:00
Player 16502,Male,55,Card Type 105,viernes 12am,10000.00,Eliminated,5/25/2019 12:01:27 AM,2019-05-25 00:00:00
Player 2317,Female,63,Card Type 105,viernes 12am,10000.00,WON,5/25/2019 12:02:14 AM,2019-05-25 00:00:00
Player 11329,Male,59,Card Type 105,viernes 1am,40000.00,WON,5/25/2019 1:01:08 AM,2019-05-25 01:00:00
Player 13008,Female,75,Card Type 105,sábado 7pm,15000.00,WON,5/25/2019 7:01:12 PM,2019-05-25 19:00:00
Player 19363,Male,54,Card Type 105,sábado 8pm,7500.00,Eliminated,5/25/2019 8:01:24 PM,2019-05-25 20:00:00
Player 22285,Male,36,Card Type 102,sábado 8pm,7500.00,WON,5/25/2019 8:02:04 PM,2019-05-25 20:00:00
Player 22377,Male,40,Card Type 105,sábado 9pm,7500.00,Eliminated,5/25/2019 9:01:27 PM,2019-05-25 21:00:00
Player 19363,Male,54,Card Type 105,sábado 9pm,7500.00,Eliminated,5/25/2019 9:02:32 PM,2019-05-25 21:00:00
Player 11484,Male,51,Card Type 105,sábado 9pm,7500.00,Eliminated,5/25/2019 9:03:37 PM,2019-05-25 21:00:00
Player 12863,Female,59,Card Type 105,sábado 9pm,7500.00,WON,5/25/2019 9:04:10 PM,2019-05-25 21:00:00
Player 5225,Male,59,Card Type 102,sábado 10pm,10000.00,WON,5/25/2019 10:00:52 PM,2019-05-25 22:00:00
Player 3151,Female,46,Card Type 101,sábado 11pm,10000.00,WON,5/25/2019 11:00:59 PM,2019-05-25 23:00:00
Player 20499,Male,37,Card Type 1,sábado 12am,10000.00,Eliminated,5/26/2019 12:01:35 AM,2019-05-26 00:00:00
Player 18470,Male,51,Card Type 105,sábado 12am,10000.00,Eliminated,5/26/2019 12:02:41 AM,2019-05-26 00:00:00
Player 22377,Male,40,Card Type 105,sábado 12am,10000.00,Eliminated,5/26/2019 12:03:46 AM,2019-05-26 00:00:00
Player 11018,Male,39,Card Type 104,sábado 12am,10000.00,Eliminated,5/26/2019 12:04:51 AM,2019-05-26 00:00:00
Player 15397,Male,30,Card Type 103,sábado 12am,10000.00,Eliminated,5/26/2019 12:05:56 AM,2019-05-26 00:00:00
Player 2753,Female,37,Card Type 103,sábado 12am,10000.00,WON,5/26/2019 12:06:25 AM,2019-05-26 00:00:00
Player 17796,Male,47,Card Type 105,sábado 1am,40000.00,WON,5/26/2019 1:01:17 AM,2019-05-26 01:00:00
Player 1399,Male,45,Card Type 105,viernes 7pm,15000.00,Eliminated,5/31/2019 7:01:30 PM,2019-05-31 19:00:00
Player 2828,Male,42,Card Type 102,viernes 7pm,15000.00,Eliminated,5/31/2019 7:02:35 PM,2019-05-31 19:00:00
Player 2232,Female,79,Card Type 104,viernes 7pm,15000.00,WON,5/31/2019 7:03:17 PM,2019-05-31 19:00:00
Player 1427,Female,64,Card Type 102,viernes 8pm,7500.00,WON,5/31/2019 8:01:09 PM,2019-05-31 20:00:00
Player 2877,Female,67,Card Type 105,viernes 9pm,7500.00,WON,5/31/2019 9:01:15 PM,2019-05-31 21:00:00
Player 16903,Male,63,Card Type 1,viernes 10pm,10000.00,Eliminated,5/31/2019 10:01:32 PM,2019-05-31 22:00:00
Player 1399,Male,45,Card Type 105,viernes 10pm,10000.00,Eliminated,5/31/2019 10:02:39 PM,2019-05-31 22:00:00
Player 4536,Male,46,Card Type 102,viernes 10pm,10000.00,WON,5/31/2019 10:03:12 PM,2019-05-31 22:00:00
Player 7962,Female,38,Card Type 102,viernes 11pm,10000.00,WON,5/31/2019 11:00:54 PM,2019-05-31 23:00:00
Player 14605,Female,37,Card Type 105,viernes 12am,10000.00,WON,6/1/2019 12:01:16 AM,2019-06-01 00:00:00
Player 1399,Male,45,Card Type 105,viernes 1am,40000.00,WON,6/1/2019 1:01:03 AM,2019-06-01 01:00:00
Player 5225,Male,59,Card Type 102,sábado 7pm,15000.00,WON,6/1/2019 7:00:58 PM,2019-06-01 19:00:00
Player 2232,Female,79,Card Type 104,sábado 8pm,7500.00,Eliminated,6/1/2019 8:01:33 PM,2019-06-01 20:00:00
Player 21603,Male,73,Card Type 101,sábado 8pm,7500.00,Eliminated,6/1/2019 8:02:38 PM,2019-06-01 20:00:00
Player 18470,Male,51,Card Type 105,sábado 8pm,7500.00,Eliminated,6/1/2019 8:03:43 PM,2019-06-01 20:00:00
Player 2894,Male,58,Card Type 105,sábado 8pm,7500.00,Eliminated,6/1/2019 8:04:48 PM,2019-06-01 20:00:00
Player 14629,Male,35,Card Type 1,sábado 8pm,7500.00,Eliminated,6/1/2019 8:05:53 PM,2019-06-01 20:00:00
Player 1288,Male,51,Card Type 1,sábado 8pm,7500.00,WON,6/1/2019 8:06:22 PM,2019-06-01 20:00:00
Player 1432,Female,57,Card Type 103,sábado 9pm,7500.00,Eliminated,6/1/2019 9:01:38 PM,2019-06-01 21:00:00
Player 17796,Male,47,Card Type 105,sábado 9pm,7500.00,Eliminated,6/1/2019 9:02:43 PM,2019-06-01 21:00:00
Player 15799,Male,53,Card Type 1,sábado 9pm,7500.00,Eliminated,6/1/2019 9:03:49 PM,2019-06-01 21:00:00
Player 8926,Female,57,Card Type 105,sábado 9pm,7500.00,Eliminated,6/1/2019 9:04:57 PM,2019-06-01 21:00:00
Player 1877,Female,56,Card Type 1,sábado 9pm,7500.00,Eliminated,6/1/2019 9:06:02 PM,2019-06-01 21:00:00
Player 13008,Female,75,Card Type 105,sábado 9pm,7500.00,WON,6/1/2019 9:06:33 PM,2019-06-01 21:00:00
Player 1542,Female,83,Card Type 101,sábado 10pm,10000.00,Eliminated,6/1/2019 10:01:26 PM,2019-06-01 22:00:00
Player 11329,Male,59,Card Type 105,sábado 10pm,10000.00,WON,6/1/2019 10:02:06 PM,2019-06-01 22:00:00
Player 2894,Male,58,Card Type 105,sábado 11pm,10000.00,WON,6/1/2019 11:02:02 PM,2019-06-01 23:00:00
Player 18470,Male,51,Card Type 105,sábado 12am,10000.00,Eliminated,6/2/2019 12:01:33 AM,2019-06-02 00:00:00
Player 15799,Male,53,Card Type 1,sábado 12am,10000.00,Eliminated,6/2/2019 12:02:42 AM,2019-06-02 00:00:00
Player 15992,Male,41,Card Type 102,sábado 12am,10000.00,Eliminated,6/2/2019 12:03:51 AM,2019-06-02 00:00:00
Player 8926,Female,57,Card Type 105,sábado 12am,10000.00,Eliminated,6/2/2019 12:04:57 AM,2019-06-02 00:00:00
Player 4422,Male,42,Card Type 102,sábado 12am,10000.00,WON,6/2/2019 12:05:27 AM,2019-06-02 00:00:00
Player 3780,Male,69,Card Type 104,sábado 1am,40000.00,WON,6/2/2019 1:01:03 AM,2019-06-02 01:00:00
Player 1618,Female,37,Card Type 104,viernes 7pm,15000.00,WON,6/7/2019 7:00:57 PM,2019-06-07 19:00:00
Player 14605,Female,37,Card Type 105,viernes 8pm,7500.00,Eliminated,6/7/2019 8:01:28 PM,2019-06-07 20:00:00
Player 8054,Male,57,Card Type 104,viernes 8pm,7500.00,WON,6/7/2019 8:01:54 PM,2019-06-07 20:00:00
Player 3153,Male,55,Card Type 103,viernes 9pm,7500.00,WON,6/7/2019 9:00:55 PM,2019-06-07 21:00:00
Player 18024,Female,48,Card Type 105,viernes 10pm,10000.00,Eliminated,6/7/2019 10:01:34 PM,2019-06-07 22:00:00
Player 17640,Male,53,Card Type 1,viernes 10pm,10000.00,WON,6/7/2019 10:02:05 PM,2019-06-07 22:00:00
Player 22377,Male,40,Card Type 105,viernes 11pm,10000.00,WON,6/7/2019 11:01:17 PM,2019-06-07 23:00:00
Player 15413,Male,31,Card Type 102,viernes 12am,10000.00,Eliminated,6/8/2019 12:01:28 AM,2019-06-08 00:00:00
Player 2140,Female,44,Card Type 102,viernes 12am,10000.00,WON,6/8/2019 12:02:03 AM,2019-06-08 00:00:00
Player 17796,Male,47,Card Type 105,viernes 1am,40000.00,WON,6/8/2019 1:01:17 AM,2019-06-08 01:00:00
Player 5225,Male,59,Card Type 102,sábado 7pm,15000.00,WON,6/8/2019 7:01:00 PM,2019-06-08 19:00:00
Player 17796,Male,47,Card Type 105,sábado 8pm,7500.00,Eliminated,6/8/2019 8:01:27 PM,2019-06-08 20:00:00
Player 2883,Female,61,Card Type 103,sábado 8pm,7500.00,Eliminated,6/8/2019 8:02:34 PM,2019-06-08 20:00:00
Player 21914,Male,35,Card Type 105,sábado 8pm,7500.00,Eliminated,6/8/2019 8:03:41 PM,2019-06-08 20:00:00
Player 17116,Male,32,Card Type 102,sábado 8pm,7500.00,Eliminated,6/8/2019 8:04:47 PM,2019-06-08 20:00:00
Player 10581,Male,49,Card Type 101,sábado 8pm,7500.00,Eliminated,6/8/2019 8:05:53 PM,2019-06-08 20:00:00
Player 3516,Female,59,Card Type 102,sábado 8pm,7500.00,WON,6/8/2019 8:06:22 PM,2019-06-08 20:00:00
Player 14470,Male,55,Card Type 105,sábado 9pm,7500.00,Eliminated,6/8/2019 9:01:29 PM,2019-06-08 21:00:00
Player 11018,Male,39,Card Type 104,sábado 9pm,7500.00,Eliminated,6/8/2019 9:02:35 PM,2019-06-08 21:00:00
Player 8054,Male,57,Card Type 104,sábado 9pm,7500.00,WON,6/8/2019 9:03:10 PM,2019-06-08 21:00:00
Player 19711,Male,46,Card Type 105,sábado 10pm,10000.00,Eliminated,6/8/2019 10:01:34 PM,2019-06-08 22:00:00
Player 22377,Male,40,Card Type 105,sábado 10pm,10000.00,Eliminated,6/8/2019 10:02:41 PM,2019-06-08 22:00:00
Player 13008,Female,75,Card Type 105,sábado 10pm,10000.00,WON,6/8/2019 10:03:16 PM,2019-06-08 22:00:00
Player 2523,Male,50,Card Type 103,sábado 11pm,10000.00,Eliminated,6/8/2019 11:01:36 PM,2019-06-08 23:00:00
Player 21914,Male,35,Card Type 105,sábado 11pm,10000.00,Eliminated,6/8/2019 11:02:43 PM,2019-06-08 23:00:00
Player 19142,Male,60,Card Type 102,sábado 11pm,10000.00,WON,6/8/2019 11:03:18 PM,2019-06-08 23:00:00
Player 14605,Female,37,Card Type 105,sábado 12am,10000.00,WON,6/9/2019 12:01:01 AM,2019-06-09 00:00:00
Player 18153,Female,29,Card Type 105,sábado 1am,40000.00,Eliminated,6/9/2019 1:01:57 AM,2019-06-09 01:00:00
Player 21914,Male,35,Card Type 105,sábado 1am,40000.00,Eliminated,6/9/2019 1:03:04 AM,2019-06-09 01:00:00
Player 5572,Female,67,Card Type 102,sábado 1am,40000.00,WON,6/9/2019 1:03:37 AM,2019-06-09 01:00:00
Player 2704,Male,63,Card Type 101,viernes 7pm,15000.00,Eliminated,6/14/2019 7:01:27 PM,2019-06-14 19:00:00
Player 11484,Male,51,Card Type 105,viernes 7pm,15000.00,WON,6/14/2019 7:01:57 PM,2019-06-14 19:00:00
Player 14305,Male,51,Card Type 103,viernes 8pm,7500.00,Eliminated,6/14/2019 8:01:29 PM,2019-06-14 20:00:00
Player 3780,Male,69,Card Type 104,viernes 8pm,7500.00,WON,6/14/2019 8:02:09 PM,2019-06-14 20:00:00
Player 14305,Male,51,Card Type 103,viernes 9pm,7500.00,Eliminated,6/14/2019 9:01:34 PM,2019-06-14 21:00:00
Player 13008,Female,75,Card Type 105,viernes 9pm,7500.00,WON,6/14/2019 9:02:11 PM,2019-06-14 21:00:00
Player 5934,Female,52,Card Type 105,viernes 10pm,10000.00,WON,6/14/2019 10:01:05 PM,2019-06-14 22:00:00
Player 14305,Male,51,Card Type 103,viernes 11pm,10000.00,Eliminated,6/14/2019 11:01:27 PM,2019-06-14 23:00:00
Player 22186,Male,39,Card Type 105,viernes 11pm,10000.00,Eliminated,6/14/2019 11:02:32 PM,2019-06-14 23:00:00
Player 1399,Male,45,Card Type 105,viernes 11pm,10000.00,Eliminated,6/14/2019 11:03:41 PM,2019-06-14 23:00:00
Player 11329,Male,59,Card Type 105,viernes 11pm,10000.00,WON,6/14/2019 11:04:28 PM,2019-06-14 23:00:00
Player 14936,Male,43,Card Type 103,viernes 12am,10000.00,WON,6/15/2019 12:00:54 AM,2019-06-15 00:00:00
Player 11329,Male,59,Card Type 105,viernes 1am,40000.00,WON,6/15/2019 1:01:01 AM,2019-06-15 01:00:00
Player 2247,Male,74,Card Type 104,sábado 7pm,15000.00,WON,6/15/2019 7:00:52 PM,2019-06-15 19:00:00
Player 21714,Male,45,Card Type 105,sábado 8pm,7500.00,Eliminated,6/15/2019 8:01:29 PM,2019-06-15 20:00:00
Player 14305,Male,51,Card Type 103,sábado 8pm,7500.00,Eliminated,6/15/2019 8:02:37 PM,2019-06-15 20:00:00
Player 1605,Male,52,Card Type 1,sábado 8pm,7500.00,Eliminated,6/15/2019 8:03:42 PM,2019-06-15 20:00:00
Player 17640,Male,53,Card Type 1,sábado 8pm,7500.00,Eliminated,6/15/2019 8:04:48 PM,2019-06-15 20:00:00
Player 5934,Female,52,Card Type 105,sábado 8pm,7500.00,WON,6/15/2019 8:05:19 PM,2019-06-15 20:00:00
Player 22493,Male,37,Card Type 104,sábado 9pm,7500.00,WON,6/15/2019 9:01:19 PM,2019-06-15 21:00:00
Player 21827,Male,46,Card Type 103,sábado 10pm,10000.00,WON,6/15/2019 10:00:56 PM,2019-06-15 22:00:00
Player 18024,Female,48,Card Type 105,sábado 11pm,10000.00,Eliminated,6/15/2019 11:01:26 PM,2019-06-15 23:00:00
Player 1399,Male,45,Card Type 105,sábado 11pm,10000.00,Eliminated,6/15/2019 11:02:34 PM,2019-06-15 23:00:00
Player 22285,Male,36,Card Type 102,sábado 11pm,10000.00,WON,6/15/2019 11:03:02 PM,2019-06-15 23:00:00
Player 14305,Male,51,Card Type 103,sábado 12am,10000.00,Eliminated,6/16/2019 12:01:30 AM,2019-06-16 00:00:00
Player 12903,Female,78,Card Type 101,sábado 12am,10000.00,Eliminated,6/16/2019 12:02:36 AM,2019-06-16 00:00:00
Player 1399,Male,45,Card Type 105,sábado 12am,10000.00,Eliminated,6/16/2019 12:03:42 AM,2019-06-16 00:00:00
Player 21714,Male,45,Card Type 105,sábado 12am,10000.00,Eliminated,6/16/2019 12:04:47 AM,2019-06-16 00:00:00
Player 18024,Female,48,Card Type 105,sábado 12am,10000.00,Eliminated,6/16/2019 12:05:54 AM,2019-06-16 00:00:00
Player 2894,Male,58,Card Type 105,sábado 12am,10000.00,WON,6/16/2019 12:06:31 AM,2019-06-16 00:00:00
Player 20243,Male,25,Card Type 105,sábado 1am,40000.00,Eliminated,6/16/2019 1:01:29 AM,2019-06-16 01:00:00
Player 22377,Male,40,Card Type 105,sábado 1am,40000.00,WON,6/16/2019 1:01:56 AM,2019-06-16 01:00:00
Player 5934,Female,52,Card Type 105,viernes 7pm,15000.00,WON,6/21/2019 7:00:59 PM,2019-06-21 19:00:00
Player 11329,Male,59,Card Type 105,viernes 8pm,7500.00,WON,6/21/2019 8:01:07 PM,2019-06-21 20:00:00
Player 17259,Female,29,Card Type 103,viernes 9pm,7500.00,WON,6/21/2019 9:01:10 PM,2019-06-21 21:00:00
Player 14305,Male,51,Card Type 103,viernes 10pm,10000.00,Eliminated,6/21/2019 10:01:34 PM,2019-06-21 22:00:00
Player 13000,Female,44,Card Type 104,viernes 10pm,10000.00,WON,6/21/2019 10:02:30 PM,2019-06-21 22:00:00
Player 9782,Male,48,Card Type 105,viernes 11pm,10000.00,Eliminated,6/21/2019 11:01:35 PM,2019-06-21 23:00:00
Player 22377,Male,40,Card Type 105,viernes 11pm,10000.00,WON,6/21/2019 11:02:25 PM,2019-06-21 23:00:00
Player 14470,Male,55,Card Type 105,viernes 12am,10000.00,WON,6/22/2019 12:01:09 AM,2019-06-22 00:00:00
Player 22377,Male,40,Card Type 105,viernes 1am,40000.00,WON,6/22/2019 1:01:05 AM,2019-06-22 01:00:00
Player 2247,Male,74,Card Type 104,sábado 7pm,15000.00,WON,6/22/2019 7:01:06 PM,2019-06-22 19:00:00
Player 14605,Female,37,Card Type 105,sábado 8pm,7500.00,WON,6/22/2019 8:01:12 PM,2019-06-22 20:00:00
Player 7382,Male,64,Card Type 103,sábado 9pm,7500.00,WON,6/22/2019 9:01:00 PM,2019-06-22 21:00:00
Player 7177,Male,58,Card Type 101,sábado 10pm,10000.00,WON,6/22/2019 10:01:00 PM,2019-06-22 22:00:00
Player 1159,Male,57,Card Type 102,sábado 11pm,10000.00,WON,6/22/2019 11:01:10 PM,2019-06-22 23:00:00
Player 9782,Male,48,Card Type 105,sábado 12am,10000.00,Eliminated,6/23/2019 12:01:37 AM,2019-06-23 00:00:00
Player 6542,Male,65,Card Type 102,sábado 12am,10000.00,WON,6/23/2019 12:02:18 AM,2019-06-23 00:00:00
Player 13008,Female,75,Card Type 105,sábado 1am,40000.00,WON,6/23/2019 1:00:49 AM,2019-06-23 01:00:00
Player 8926,Female,57,Card Type 105,viernes 7pm,15000.00,WON,6/28/2019 7:01:01 PM,2019-06-28 19:00:00
Player 13008,Female,75,Card Type 105,viernes 8pm,7500.00,WON,6/28/2019 8:00:58 PM,2019-06-28 20:00:00
Player 11329,Male,59,Card Type 105,viernes 9pm,7500.00,WON,6/28/2019 9:00:59 PM,2019-06-28 21:00:00
Player 1170,Male,70,Card Type 103,viernes 10pm,10000.00,WON,6/28/2019 10:01:03 PM,2019-06-28 22:00:00
Player 5571,Male,71,Card Type 102,viernes 11pm,10000.00,WON,6/28/2019 11:01:06 PM,2019-06-28 23:00:00
Player 13914,Male,54,Card Type 1,viernes 12am,10000.00,Eliminated,6/29/2019 12:01:28 AM,2019-06-29 00:00:00
Player 6711,Female,46,Card Type 101,viernes 12am,10000.00,Eliminated,6/29/2019 12:02:34 AM,2019-06-29 00:00:00
Player 22399,Male,60,Card Type 101,viernes 12am,10000.00,WON,6/29/2019 12:03:07 AM,2019-06-29 00:00:00
Player 15780,Male,29,Card Type 103,viernes 1am,40000.00,Eliminated,6/29/2019 1:01:30 AM,2019-06-29 01:00:00
Player 16157,Male,40,Card Type 102,viernes 1am,40000.00,WON,6/29/2019 1:02:19 AM,2019-06-29 01:00:00
Player 12863,Female,59,Card Type 105,sábado 7pm,15000.00,WON,6/29/2019 7:01:02 PM,2019-06-29 19:00:00
Player 10906,Male,61,Card Type 102,sábado 8pm,7500.00,Eliminated,6/29/2019 8:01:26 PM,2019-06-29 20:00:00
Player 1399,Male,45,Card Type 105,sábado 8pm,7500.00,Eliminated,6/29/2019 8:02:32 PM,2019-06-29 20:00:00
Player 1530,Female,87,Card Type 101,sábado 8pm,7500.00,Eliminated,6/29/2019 8:03:37 PM,2019-06-29 20:00:00
Player 18071,Female,54,Card Type 1,sábado 8pm,7500.00,Eliminated,6/29/2019 8:04:44 PM,2019-06-29 20:00:00
Player 22493,Male,37,Card Type 104,sábado 8pm,7500.00,WON,6/29/2019 8:05:36 PM,2019-06-29 20:00:00
Player 2247,Male,74,Card Type 104,sábado 9pm,7500.00,WON,6/29/2019 9:01:00 PM,2019-06-29 21:00:00
Player 1399,Male,45,Card Type 105,sábado 10pm,10000.00,Eliminated,6/29/2019 10:01:35 PM,2019-06-29 22:00:00
Player 11329,Male,59,Card Type 105,sábado 10pm,10000.00,WON,6/29/2019 10:02:07 PM,2019-06-29 22:00:00
Player 20320,Male,65,Card Type 105,sábado 11pm,10000.00,WON,6/29/2019 11:00:57 PM,2019-06-29 23:00:00
Player 1504,Male,54,Card Type 101,sábado 12am,10000.00,WON,6/30/2019 12:00:51 AM,2019-06-30 00:00:00
Player 16502,Male,55,Card Type 105,sábado 1am,40000.00,Eliminated,6/30/2019 1:01:28 AM,2019-06-30 01:00:00
Player 22377,Male,40,Card Type 105,sábado 1am,40000.00,WON,6/30/2019 1:02:09 AM,2019-06-30 01:00:00
Player 6564,Female,59,Card Type 103,viernes 7pm,15000.00,Eliminated,7/5/2019 7:01:38 PM,2019-07-05 19:00:00
Player 22186,Male,39,Card Type 105,viernes 7pm,15000.00,Eliminated,7/5/2019 7:02:48 PM,2019-07-05 19:00:00
Player 8239,Female,55,Card Type 101,viernes 7pm,15000.00,WON,7/5/2019 7:03:25 PM,2019-07-05 19:00:00
Player 22377,Male,40,Card Type 105,viernes 8pm,7500.00,Eliminated,7/5/2019 8:01:38 PM,2019-07-05 20:00:00
Player 6542,Male,65,Card Type 102,viernes 8pm,7500.00,WON,7/5/2019 8:02:10 PM,2019-07-05 20:00:00
Player 11329,Male,59,Card Type 105,viernes 9pm,7500.00,WON,7/5/2019 9:01:03 PM,2019-07-05 21:00:00
Player 3780,Male,69,Card Type 104,viernes 10pm,10000.00,WON,7/5/2019 10:00:55 PM,2019-07-05 22:00:00
Player 18024,Female,48,Card Type 105,viernes 11pm,10000.00,Eliminated,7/5/2019 11:01:34 PM,2019-07-05 23:00:00
Player 2894,Male,58,Card Type 105,viernes 11pm,10000.00,WON,7/5/2019 11:02:07 PM,2019-07-05 23:00:00
Player 22270,Female,48,Card Type 102,viernes 12am,10000.00,WON,7/6/2019 12:01:16 AM,2019-07-06 00:00:00
